Year,Type of Crime,Date,Time,Latitude,Longitude,Location,Arrest
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.74797568,-87.64760453,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.75416869,-87.60163576,"SCHOOL, PUBLIC, BUILDING",TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.75611589,-87.60532629,HOTEL/MOTEL,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.74768676,-87.66943357,"SCHOOL, PRIVATE, GROUNDS",FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.86289775,-87.71120237,RESIDENCE PORCH/HALLWAY,TRUE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.8899925,-87.76205198,STREET,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.89262841,-87.63115524,OTHER,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.76569805,-87.72243887,MEDICAL/DENTAL OFFICE,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.7486871,-87.71544322,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.80462016,-87.68436817,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91367668,-87.76565079,COMMERCIAL / BUSINESS OFFICE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.77718477,-87.65200821,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.90460885,-87.75830697,SIDEWALK,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.88536947,-87.63243193,COMMERCIAL / BUSINESS OFFICE,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.75469107,-87.55703869,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.97709468,-87.6598884,CONVENIENCE STORE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76687778,-87.71877671,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.75412154,-87.70746025,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,PUBLIC PEACE VIOLATION,2/10/2018,3:50:00 PM,41.96900258,-87.92890944,AIRCRAFT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.76145023,-87.62321137,OTHER,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.67793872,-87.63049226,STREET,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.94955114,-87.6822569,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91244802,-87.6531654,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.72725096,-87.57182841,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.96188768,-87.92296493,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,TRUE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.97629041,-87.90522722,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.80010388,-87.70374525,OTHER,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92532964,-87.6564534,GAS STATION,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.8790794,-87.62434142,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.78192862,-87.78630909,STREET,FALSE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.86618454,-87.72436148,STREET,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.85783636,-87.7331956,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.75047566,-87.60521778,VEHICLE NON-COMMERCIAL,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.90803918,-87.63461599,STREET,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.70269567,-87.62696357,APARTMENT,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.89761767,-87.75199319,VEHICLE NON-COMMERCIAL,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.89402396,-87.74953556,RESIDENCE,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.75013154,-87.54998051,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.88273663,-87.63090368,OTHER,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.86688367,-87.77049258,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.8940466,-87.7464391,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.86812032,-87.63262406,DEPARTMENT STORE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.87436357,-87.7548403,SIDEWALK,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.86812032,-87.63262406,DEPARTMENT STORE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.93388109,-87.703306,RESIDENCE,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.75033427,-87.66504531,APARTMENT,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.88693289,-87.64867658,STREET,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.74248139,-87.64987619,RESIDENCE,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.88350019,-87.6278767,DEPARTMENT STORE,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.74350386,-87.60501807,PARKING LOT/GARAGE(NON.RESID.),TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.93357111,-87.79678313,STREET,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.93871345,-87.80798327,RESIDENCE-GARAGE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.80341202,-87.60376418,RESIDENCE,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.90385821,-87.66384346,"SCHOOL, PRIVATE, BUILDING",FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.8973438,-87.71074328,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.8672344,-87.64130179,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86337523,-87.65963666,"SCHOOL, PUBLIC, GROUNDS",FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.90351448,-87.66749844,CTA TRAIN,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.98077786,-87.66702144,RESIDENCE PORCH/HALLWAY,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.92408721,-87.75771687,TAVERN/LIQUOR STORE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.95460708,-87.64710719,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,PUBLIC PEACE VIOLATION,2/10/2018,3:50:00 PM,41.75358568,-87.56323829,RESIDENCE,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91303913,-87.76491796,APARTMENT,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.86766295,-87.69837977,RESIDENCE PORCH/HALLWAY,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.89484873,-87.76570736,STREET,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.72502674,-87.64330985,STREET,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.90857237,-87.72647529,RESIDENCE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.93419264,-87.75250279,RESIDENCE,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.87436328,-87.64301304,OTHER COMMERCIAL TRANSPORTATION,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.89291514,-87.72518378,RESIDENCE,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.72452719,-87.64329688,SMALL RETAIL STORE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.70713963,-87.62532552,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.8695273,-87.63926876,DEPARTMENT STORE,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.65485167,-87.60510287,CHA PARKING LOT/GROUNDS,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.96017419,-87.74750191,SIDEWALK,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.88200224,-87.66228698,CONSTRUCTION SITE,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.94269271,-87.65049529,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.90985258,-87.72882174,COIN OPERATED MACHINE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.7725831,-87.63789535,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.85204993,-87.68397705,ALLEY,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.96058494,-87.75873051,DRIVEWAY - RESIDENTIAL,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.7530948,-87.65703099,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.76367125,-87.58361115,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76363874,-87.56539432,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.79519055,-87.58800765,DRUG STORE,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.92607863,-87.66674206,RESIDENCE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.95218718,-87.68935092,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.76468239,-87.66378579,GAS STATION,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.98101575,-87.8421233,OTHER,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.72860677,-87.65600569,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.73916424,-87.7215802,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,42.01824468,-87.69018631,OTHER,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.72767261,-87.65675184,RESIDENCE,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.87344873,-87.69854281,STREET,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.69636714,-87.61411464,STREET,TRUE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.89601133,-87.63418514,RESTAURANT,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.87466395,-87.7352633,PARKING LOT/GARAGE(NON.RESID.),TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.88269184,-87.77187418,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76648917,-87.63718039,STREET,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.77119618,-87.57276788,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.76157202,-87.64365519,STREET,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.89364666,-87.63117714,SMALL RETAIL STORE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.75904568,-87.6280246,STREET,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.76136433,-87.6576589,SIDEWALK,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.780722,-87.64967193,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.76493215,-87.57627278,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,42.00191002,-87.66075626,SMALL RETAIL STORE,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.91748385,-87.69773917,STREET,TRUE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.92487104,-87.74185733,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.89036711,-87.62667363,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.83720649,-87.64950777,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.93475267,-87.72706144,VEHICLE NON-COMMERCIAL,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.94516653,-87.75517109,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.95115814,-87.70671648,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.79479849,-87.67762423,RESIDENCE PORCH/HALLWAY,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.72185984,-87.61598065,SIDEWALK,TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.69002045,-87.61207646,STREET,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.70746202,-87.60532979,"SCHOOL, PUBLIC, GROUNDS",FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.6687502,-87.63853819,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.93567985,-87.65396238,RESIDENCE PORCH/HALLWAY,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91076487,-87.65812092,SMALL RETAIL STORE,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.93430458,-87.64148498,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.75163644,-87.64162866,"SCHOOL, PUBLIC, BUILDING",TRUE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.78584811,-87.60758238,APARTMENT,TRUE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.77089573,-87.58258124,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91857831,-87.63618385,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91752038,-87.6934473,RESIDENCE PORCH/HALLWAY,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.67158969,-87.63929826,RESIDENCE,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.99272162,-87.71527729,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.97432697,-87.65635774,OTHER,TRUE
2017,SEX OFFENSE,2/10/2018,3:50:00 PM,41.97920721,-87.66969685,STREET,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.69101402,-87.66757819,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.77924453,-87.68451042,SMALL RETAIL STORE,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.85292211,-87.72966643,STREET,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.77139319,-87.67248847,STREET,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.87380752,-87.69445629,OTHER,FALSE
2017,PUBLIC PEACE VIOLATION,2/10/2018,3:50:00 PM,41.87758587,-87.68312375,"SCHOOL, PUBLIC, BUILDING",TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86699915,-87.73104294,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86957597,-87.71963346,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.74738444,-87.54796179,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.87193654,-87.69951606,RESIDENCE,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.94269271,-87.65049529,APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.88138627,-87.69875435,STREET,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.85859482,-87.62721443,OTHER,FALSE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.89602316,-87.7187706,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.75033427,-87.66504531,RESIDENCE PORCH/HALLWAY,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.71895759,-87.62859865,OTHER,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.74872302,-87.61364782,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.68094405,-87.5371181,OTHER,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.88536947,-87.63243193,CONVENIENCE STORE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.90780437,-87.62852392,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.89589602,-87.67791339,GROCERY FOOD STORE,TRUE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.83469081,-87.61370565,APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.78951438,-87.66689735,APARTMENT,FALSE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.90672081,-87.73131996,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.72987194,-87.64952628,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.89492548,-87.75632965,STREET,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.90644152,-87.75711497,APARTMENT,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.81845617,-87.61553095,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.73506684,-87.65089641,"SCHOOL, PUBLIC, BUILDING",TRUE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.92046017,-87.67083136,DEPARTMENT STORE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.68902826,-87.70683213,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.95320017,-87.76532961,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.76895106,-87.57148207,APARTMENT,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.87350897,-87.70100593,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.77648259,-87.68478756,RESIDENCE-GARAGE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.99647061,-87.70324085,APARTMENT,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.90966425,-87.74272882,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.83898575,-87.70894962,DRIVEWAY - RESIDENTIAL,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.8943913,-87.71384251,APARTMENT,TRUE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.84454046,-87.70297948,OTHER,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.86104726,-87.69652529,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.68480988,-87.64214721,GAS STATION,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.75633032,-87.5527162,RESIDENCE,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.87390705,-87.72543009,CTA STATION,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.87418974,-87.73853926,RESIDENTIAL YARD (FRONT/BACK),TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.81739888,-87.60063397,MEDICAL/DENTAL OFFICE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.78984198,-87.64382161,RESIDENCE,FALSE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.7678521,-87.58887403,SIDEWALK,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.87384153,-87.76349562,APARTMENT,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.87384122,-87.76343321,APARTMENT,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.6899793,-87.64473896,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.94305996,-87.65318933,BAR OR TAVERN,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.74963923,-87.71746064,CONVENIENCE STORE,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.87541286,-87.71398543,SIDEWALK,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.78302035,-87.62054983,RESIDENTIAL YARD (FRONT/BACK),FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.71928081,-87.62359523,STREET,FALSE
2017,CRIM SEXUAL ASSAULT,2/10/2018,3:50:00 PM,41.99969947,-87.68871756,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.90229589,-87.75131159,SIDEWALK,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.93872052,-87.75520359,ATHLETIC CLUB,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86816541,-87.62743954,CTA PLATFORM,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.92141012,-87.75360716,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.88126649,-87.67984392,STREET,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.74781472,-87.65609332,STREET,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.91911215,-87.77555638,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.9026704,-87.62994688,OTHER,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.69175158,-87.68522565,PARKING LOT/GARAGE(NON.RESID.),TRUE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.9026704,-87.62994688,OTHER,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.93633564,-87.65071012,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.85899558,-87.71326286,SIDEWALK,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.88275944,-87.70946372,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91481543,-87.63428857,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.77615028,-87.61552262,CTA BUS,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.87611141,-87.68443853,SIDEWALK,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.74853932,-87.66265996,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.88321011,-87.63429166,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.95320017,-87.76532961,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.72214851,-87.62624871,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.7613375,-87.62986881,ALLEY,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.77787714,-87.7137076,RESIDENCE-GARAGE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.74503051,-87.65398258,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.88233367,-87.62784179,DRUG STORE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.86655275,-87.62581253,GROCERY FOOD STORE,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.80968751,-87.67497079,GROCERY FOOD STORE,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.80462016,-87.68436817,CTA TRAIN,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.69630195,-87.6886878,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.94704968,-87.74556356,APARTMENT,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.80704602,-87.72600757,RESIDENCE,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.76740997,-87.69065236,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.80522919,-87.72963019,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.90174914,-87.72627542,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91011672,-87.67744465,CTA TRAIN,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.96772896,-87.65480232,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92160694,-87.66556501,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.89281615,-87.6241932,DEPARTMENT STORE,TRUE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.88171846,-87.62776043,RESIDENCE,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.93186114,-87.64084988,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.95573754,-87.71113113,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.89045157,-87.64877122,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.8997378,-87.66550272,RESIDENCE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,42.00678109,-87.68802794,,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.89317959,-87.63468615,BAR OR TAVERN,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.88396972,-87.64419128,APARTMENT,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.85878016,-87.62078837,,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.90393147,-87.62929019,BAR OR TAVERN,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.97686058,-87.6850055,RESIDENCE-GARAGE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92807654,-87.78560619,DEPARTMENT STORE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.98996625,-87.66621937,,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92500885,-87.70078061,APARTMENT,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.89895063,-87.64421021,,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.95247537,-87.71532437,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.90298621,-87.69037087,RESIDENCE,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.86775223,-87.69715631,STREET,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.86393215,-87.71778944,OTHER,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.8434547,-87.72452569,GROCERY FOOD STORE,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.91216243,-87.72762796,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91980424,-87.76948764,SIDEWALK,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91693076,-87.74643156,SIDEWALK,TRUE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.91011672,-87.67744465,CTA TRAIN,FALSE
