Year,Type of Crime,Date,Time,Latitude,Longitude,Location,Arrest
2017,THEFT,2/10/2018,3:50:00 PM,41.97008868,-87.76269009,CTA BUS,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.97449273,-87.77941658,RESIDENTIAL YARD (FRONT/BACK),FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.7825219,-87.70890007,RESIDENCE-GARAGE,TRUE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.89789513,-87.62409661,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.85102174,-87.61895485,OTHER,FALSE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.74095705,-87.65105023,RESIDENCE,TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.7382338,-87.56238116,STREET,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.90951257,-87.75498228,ALLEY,TRUE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.75127576,-87.566227,GAS STATION,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.85199252,-87.68888874,GROCERY FOOD STORE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.88172219,-87.62435627,RESTAURANT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.73726084,-87.64973003,STREET,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.87361099,-87.75743932,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.87666396,-87.64776174,RESTAURANT,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.73642227,-87.60481597,CTA BUS,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.82121883,-87.6184791,APARTMENT,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.82121883,-87.6184791,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.97522287,-87.65890783,VEHICLE NON-COMMERCIAL,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.83076323,-87.60794853,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.87658717,-87.6287275,LIBRARY,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,42.01565539,-87.68942491,APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.78976778,-87.647471,STREET,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.92815864,-87.72608757,OTHER,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.90204819,-87.77211605,COMMERCIAL / BUSINESS OFFICE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92235514,-87.65835884,RESIDENCE PORCH/HALLWAY,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.7876514,-87.70094832,STREET,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.93205287,-87.76748711,POOL ROOM,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.90843054,-87.63850953,RESIDENCE,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.75047239,-87.63429712,RESTAURANT,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.76802259,-87.57217487,STREET,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.89792466,-87.73693797,RESIDENCE-GARAGE,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.73197004,-87.63742501,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.90121973,-87.66315473,STREET,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.9095099,-87.754997,GAS STATION,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.87494734,-87.72547164,SMALL RETAIL STORE,TRUE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.78210152,-87.586502,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.692183,-87.62309502,GAS STATION,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.80706791,-87.60384375,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.70277382,-87.64756867,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.82956855,-87.62806922,APARTMENT,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.77241158,-87.58779118,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92073503,-87.66381038,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.75332867,-87.65017526,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.91042381,-87.68076999,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86011596,-87.73355239,STREET,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.77268594,-87.6057585,GAS STATION,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.79351898,-87.67702486,VEHICLE NON-COMMERCIAL,TRUE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.8949934,-87.622149,HOSPITAL BUILDING/GROUNDS,TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.92739631,-87.69384104,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.86331157,-87.72752389,RESIDENCE,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.90381433,-87.73125543,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.70311681,-87.61609015,APARTMENT,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.68803325,-87.62393147,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.85774817,-87.6323592,STREET,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.89101315,-87.7737148,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.90531776,-87.7301319,APARTMENT,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.75511715,-87.66355537,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.80436042,-87.58608585,STREET,TRUE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.75459296,-87.74152854,DEPARTMENT STORE,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.71125606,-87.53527916,SMALL RETAIL STORE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.77066895,-87.61055054,OTHER,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.78663421,-87.6174004,APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.84905054,-87.71126316,OTHER,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.75474652,-87.55996996,RESIDENCE,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.85679041,-87.70842407,POLICE FACILITY/VEH PARKING LOT,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.90165058,-87.72996438,RESIDENCE-GARAGE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.88895519,-87.714905,STREET,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.89551339,-87.71074269,RESIDENCE PORCH/HALLWAY,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.89328576,-87.65653841,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.76205015,-87.68184669,RESIDENTIAL YARD (FRONT/BACK),FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.82965153,-87.6144519,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.78905784,-87.60610876,STREET,FALSE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.65658079,-87.60513096,GOVERNMENT BUILDING/PROPERTY,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.94478192,-87.73474076,RESIDENCE,FALSE
2017,INTERFERENCE WITH PUBLIC OFFICER,2/10/2018,3:50:00 PM,41.67783055,-87.62050376,SMALL RETAIL STORE,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.93412814,-87.75713044,SIDEWALK,FALSE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.75612783,-87.61507142,STREET,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.72731748,-87.61761242,RESIDENCE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.90912151,-87.71266778,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.92882233,-87.68778161,STREET,FALSE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.95683649,-87.73406546,SIDEWALK,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76502316,-87.72093141,RESIDENCE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.88096768,-87.73794027,GAS STATION,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.79519725,-87.58650401,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.98280457,-87.80139044,RESIDENCE,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.78493115,-87.72782232,STREET,FALSE
2017,SEX OFFENSE,2/10/2018,3:50:00 PM,41.87369942,-87.70470516,GOVERNMENT BUILDING/PROPERTY,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91914375,-87.71424984,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.77894513,-87.77031262,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.93080957,-87.68785712,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.77279831,-87.6821082,STREET,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.72214086,-87.63216467,RESIDENTIAL YARD (FRONT/BACK),TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.82467354,-87.63132958,CHA APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.74746907,-87.61455597,OTHER,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.83889664,-87.66577972,CTA PLATFORM,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.88419895,-87.67916036,RESIDENCE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.84647043,-87.64801079,STREET,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.83786051,-87.65987497,APARTMENT,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.77488465,-87.67500422,TAXICAB,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.77878622,-87.65691144,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.78873593,-87.718744,RESIDENCE,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.88595073,-87.69641759,STREET,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.89658851,-87.66852905,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.99782252,-87.68434764,OTHER,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.76680404,-87.60561968,POLICE FACILITY/VEH PARKING LOT,TRUE
2017,OFFENSE INVOLVING CHILDREN,2/10/2018,3:50:00 PM,41.79217482,-87.62402013,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.85414794,-87.72482438,APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.91626623,-87.72163701,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.745394,-87.60016337,APARTMENT,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.75468389,-87.58448538,APARTMENT,TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.96587682,-87.72796147,STREET,TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.74807813,-87.66216638,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.74378374,-87.72173423,VEHICLE NON-COMMERCIAL,FALSE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.75036122,-87.65373215,PARKING LOT/GARAGE(NON.RESID.),TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.76502316,-87.72093141,STREET,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.80319167,-87.72834729,RESIDENCE-GARAGE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.90335438,-87.66686461,BAR OR TAVERN,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.92602281,-87.7519081,SIDEWALK,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.90618767,-87.72648318,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.77208986,-87.64028719,ABANDONED BUILDING,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.94914542,-87.73953395,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.82965153,-87.6144519,APARTMENT,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.8820251,-87.69271827,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,42.00106499,-87.66125447,CTA STATION,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.7936844,-87.69419646,SIDEWALK,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.68776606,-87.64223638,VEHICLE NON-COMMERCIAL,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,42.0128123,-87.66444992,RESIDENCE,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.90819975,-87.68055385,APARTMENT,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.79776493,-87.71470796,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91072335,-87.6774715,STREET,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.958899,-87.66571994,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.93283747,-87.64302601,SMALL RETAIL STORE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.87831421,-87.71207735,STREET,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.94481964,-87.78000432,RESIDENCE-GARAGE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.76587359,-87.57629471,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.89337282,-87.62190988,HOTEL/MOTEL,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.72359308,-87.6821474,COMMERCIAL / BUSINESS OFFICE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.71272093,-87.68181398,GAS STATION,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.6825631,-87.66032167,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.66330784,-87.63215921,RESIDENCE,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.75145288,-87.62456758,GAS STATION,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.87380752,-87.69445629,OTHER,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.88768058,-87.76511711,STREET,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.93089392,-87.79468876,RESIDENCE,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.86677626,-87.72520027,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.8657513,-87.7080835,APARTMENT,TRUE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.74277104,-87.62430764,STREET,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.9160176,-87.67758263,FIRE STATION,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.80511357,-87.74919905,STREET,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.87465895,-87.70103132,ALLEY,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.76136433,-87.6576589,RESIDENCE,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.93856875,-87.76715018,DEPARTMENT STORE,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.99355531,-87.66615982,RESIDENCE,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.87082496,-87.69601703,APARTMENT,TRUE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.77614167,-87.59853379,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.88241223,-87.72816975,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91044523,-87.7324606,APARTMENT,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.81816284,-87.61382468,VEHICLE NON-COMMERCIAL,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.86281613,-87.71846828,RESIDENCE,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.7950152,-87.70360435,RESTAURANT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.72158338,-87.63435391,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.73148509,-87.65685838,RESIDENCE,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.84183907,-87.72570069,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.6871822,-87.68960992,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.94980045,-87.79737125,RESIDENCE-GARAGE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.99488651,-87.67189569,STREET,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.93205287,-87.76748711,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.8600131,-87.72133645,RESIDENCE,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86388169,-87.71656742,APARTMENT,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.71922219,-87.63102793,SIDEWALK,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.85759566,-87.64342833,VEHICLE NON-COMMERCIAL,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.91742238,-87.70451874,OTHER,TRUE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.91184814,-87.71398235,VEHICLE NON-COMMERCIAL,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.91156776,-87.68603405,ALLEY,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.9049277,-87.7233065,SIDEWALK,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.81128554,-87.69062847,APARTMENT,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,42.00028952,-87.68143824,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.77516966,-87.66166037,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.68989701,-87.61955777,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.68531233,-87.62372339,STREET,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76744101,-87.5751106,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.76359915,-87.56768569,STREET,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.88541326,-87.70495758,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76829052,-87.68618607,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.8716487,-87.72390942,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,42.00358158,-87.66081592,RESIDENCE PORCH/HALLWAY,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,42.00358158,-87.66081592,RESIDENCE PORCH/HALLWAY,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.91359243,-87.64351633,BANK,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.65914531,-87.60620358,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.71902307,-87.62052856,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.90437011,-87.63146007,CTA TRAIN,FALSE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.72053495,-87.53770646,STREET,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.90980431,-87.65160639,DEPARTMENT STORE,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.69501839,-87.61830749,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.74399797,-87.60330858,APARTMENT,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.90112174,-87.69508772,RESIDENCE,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.80859969,-87.66527639,PARKING LOT/GARAGE(NON.RESID.),TRUE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.78840914,-87.64743415,RESIDENCE-GARAGE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.97660033,-87.9015144,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.87943833,-87.74523983,GAS STATION,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.70623989,-87.62450041,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.96036017,-87.65053465,APARTMENT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.73590347,-87.65546738,CTA BUS,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.88244622,-87.6278479,SMALL RETAIL STORE,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.89345494,-87.6170204,APARTMENT,FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.86914542,-87.74485689,SIDEWALK,TRUE
2017,MOTOR VEHICLE THEFT,2/10/2018,3:50:00 PM,41.98487061,-87.71022595,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91111665,-87.63842896,PARKING LOT/GARAGE(NON.RESID.),FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.83660077,-87.61677038,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.82144303,-87.62855828,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.96466792,-87.72147575,RESIDENCE,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.86533363,-87.73371289,APARTMENT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.85056763,-87.7323019,VEHICLE NON-COMMERCIAL,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.80591414,-87.60495719,RESIDENCE,FALSE
2017,BURGLARY,2/10/2018,3:50:00 PM,41.77633189,-87.60340394,APARTMENT,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.82155318,-87.60356929,APARTMENT,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.7628797,-87.58469066,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.87708052,-87.72616011,RESTAURANT,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.91921768,-87.77921511,APARTMENT,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.87708052,-87.72616011,RESTAURANT,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.74587198,-87.56249866,APARTMENT,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.85486,-87.71123623,TAXICAB,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.87660796,-87.62764406,LIBRARY,TRUE
2017,THEFT,2/10/2018,3:50:00 PM,41.76599713,-87.66382344,GROCERY FOOD STORE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91002451,-87.78666062,RESIDENCE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.89571149,-87.68992595,RESIDENCE,FALSE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.74764521,-87.55888621,RESIDENCE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.70908129,-87.56694126,RESIDENTIAL YARD (FRONT/BACK),FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.75127576,-87.566227,RESTAURANT,FALSE
2017,CRIMINAL TRESPASS,2/10/2018,3:50:00 PM,41.87822214,-87.62728848,OTHER,TRUE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.87263412,-87.71675499,SIDEWALK,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.74749012,-87.57347284,SIDEWALK,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.92093669,-87.68751938,GROCERY FOOD STORE,TRUE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.9097978,-87.73302509,SIDEWALK,FALSE
2017,ROBBERY,2/10/2018,3:50:00 PM,41.91880609,-87.74235058,ALLEY,FALSE
2017,ASSAULT,2/10/2018,3:50:00 PM,41.93765593,-87.73699427,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.86121716,-87.62568781,STREET,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.72599933,-87.55015651,STREET,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.89438051,-87.7052884,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.91576222,-87.65627527,SMALL RETAIL STORE,FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.90054679,-87.63181049,SMALL RETAIL STORE,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.90754244,-87.64597669,"SCHOOL, PUBLIC, BUILDING",FALSE
2017,NARCOTICS,2/10/2018,3:50:00 PM,41.8721773,-87.7180518,SIDEWALK,TRUE
2017,WEAPONS VIOLATION,2/10/2018,3:50:00 PM,41.89427269,-87.71627879,APARTMENT,TRUE
2017,BATTERY,2/10/2018,3:50:00 PM,41.76991469,-87.66031486,RESIDENCE,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.73129444,-87.65199512,APARTMENT,FALSE
2017,DECEPTIVE PRACTICE,2/10/2018,3:50:00 PM,41.93991842,-87.65328888,ATM (AUTOMATIC TELLER MACHINE),FALSE
2017,CRIMINAL DAMAGE,2/10/2018,3:50:00 PM,41.87468374,-87.68968526,STREET,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.90987822,-87.72691847,CTA BUS,FALSE
2017,BATTERY,2/10/2018,3:50:00 PM,41.80968751,-87.67497079,PARKING LOT/GARAGE(NON.RESID.),TRUE
2017,OTHER OFFENSE,2/10/2018,3:50:00 PM,41.70131507,-87.62693107,OTHER,FALSE
2017,THEFT,2/10/2018,3:50:00 PM,41.83748732,-87.62342457,STREET,FALSE
